,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax Expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2001,1172000.0,2566000.0,-1394000.0,-1.1894,69000.0,,,,-346000,-277000.0,2289000,8000.0,5000.0,40000,-1281000,-1.093,-1117000,-0.9531,-209000,-1326000,-1.1314,,-1326000,-1.1314,-0.13,-0.13,10059000,10059000,996000,,996000,,,578000,1574000,84000,,,,,996000.0,-996000.0,84000,,1658000,92000,,,,253000.0,345000,12000.0,,,,12000.0,,,357000,,987000,-1699000,,2013000,1301000,1658000,,1658000,-1326000,40000,,,85000,,,,,,-1201000,-29000,,,,,-29000,,1575000.0,,,-18000.0,1557000.0,,327000,996000,669000,-1230000,1.4324
2002,1786000.0,3018000.0,-1232000.0,-0.6898,98000.0,,,,87000,185000.0,3203000,16000.0,4000.0,49000,-926000,-0.5185,-1417000,-0.7934,438000,-979000,-0.5482,-28000.0,-951000,-0.5325,-0.1,-0.1,10059000,10059000,706000,,706000,,,428000,1134000,70000,,,,84000.0,706000.0,-706000.0,154000,,1288000,87000,,,,265000.0,352000,27000.0,,,,27000.0,,,379000,,1006000,-2650000,-14000.0,2567000,909000,1288000,,1288000,-951000,49000,,,58000,,,,,-189000.0,-1033000,-16000,-75000.0,,,1000.0,-90000,,857000.0,,,-24000.0,833000.0,,-290000,706000,996000,-1049000,1.4575
2003,1983000.0,2665000.0,-682000.0,-0.3439,27000.0,,,,-33000,-6000.0,2659000,11000.0,5000.0,48000,-297000,-0.1498,-676000,-0.3409,326000,-350000,-0.1765,2000.0,-352000,-0.1775,-0.04,-0.04,10059000,10059000,93000,,93000,,,584000,677000,41000,,,,,93000.0,238000.0,372000,,1049000,44000,,,,447000.0,491000,12000.0,,,,12000.0,,,503000,,1028000,-3035000,-157000.0,2710000,546000,1049000,,1049000,-352000,48000,,,31000,,,,,-319000.0,-592000,-5000,,,,,-5000,,8000.0,,,-24000.0,-16000.0,,-613000,93000,706000,-597000,1.5987
2004,2876000.0,2903000.0,-27000.0,-0.0094,42000.0,,,,-46000,,2903000,54000.0,8000.0,31000,2367000,0.823,-27000,-0.0094,2355000,2328000,0.8095,37000.0,2291000,0.7966,0.2,0.19,11209904,11775197,8247000,2398000.0,10645000,,,865000,11510000,32000,,,,-1881000.0,8247000.0,-5849000.0,549000,,12059000,295000,,38000.0,,768000.0,1063000,7000.0,,,,7000.0,,,1070000,,1670000,-771000,-167000.0,10257000,10989000,12059000,,12059000,2291000,31000,,,-2265000,,-2398000.0,,,-5000.0,52000,-15000,,-107000.0,,1000.0,-121000,,8270000.0,,,-20000.0,8250000.0,-26000.0,8168000,8230000,62000,37000,1.7791
2005,4132000.0,,4093000.0,0.9906,26000.0,,,,7282000,7308000.0,7308000,245000.0,3000.0,28000,-2903000,-0.7026,-3176000,-0.7686,242000,-2934000,-0.7101,-48000.0,-2886000,-0.6985,-0.14,-0.14,17584521,17584521,5535000,819000.0,6354000,,,1097000,7451000,81000,,5000.0,5000.0,1697000.0,5535000.0,-4716000.0,2602000,,10053000,263000,5000.0,,,471000.0,739000,1000.0,,,,1000.0,,47000.0,740000,,1671000,-2787000,-192000.0,10621000,9313000,10053000,,10053000,-2886000,28000,,382000.0,-462000,,,,,1397000.0,-1541000,-83000,,-508000.0,,-500000.0,-1091000,,7377000.0,,,-7457000.0,-80000.0,,2700000,8235000,5535000,-1624000,1.9084
2006,4093000.0,,4093000.0,1.0,675000.0,,,,6013000,6688000.0,6688000,134000.0,2000.0,51000,-2615000,-0.6389,-2595000,-0.634,-73000,-2668000,-0.6518,-142000.0,-2526000,-0.6172,-0.14,-0.14,17584521,17584521,8235000,4868000.0,13103000,,,1224000,14327000,147000,,4000.0,4000.0,-3226000.0,8235000.0,-3367000.0,1793000,,16120000,540000,20000.0,,,1052000.0,1612000,27000.0,,,,27000.0,,47000.0,1639000,,2713000,-5313000,-186000.0,17267000,14481000,16120000,,16120000,-2526000,51000,,382000.0,855000,,,,,-2681000.0,-3919000,-62000,,-698000.0,,36000.0,-724000,,7377000.0,-20000.0,,-14000.0,7343000.0,,2700000,8235000,5535000,-3981000,1.8256
2007,3377000.0,,3377000.0,1.0,748000.0,,15000.0,15000.0,11579000,12342000.0,12342000,202000.0,5000.0,68000,-9236000,-2.735,-8965000,-2.6547,-344000,-9309000,-2.7566,-201000.0,-9108000,-2.6971,-0.34,-0.34,26769846,26769846,2551000,1812000.0,4363000,,,965000,5328000,123000,,389000.0,389000.0,,2551000.0,-648000.0,2415000,,7743000,334000,18000.0,,,1689000.0,2041000,5000.0,,,,5000.0,,23000.0,2046000,,2713000,-14421000,-209000.0,17614000,5697000,7743000,,7743000,-9108000,68000,,415000.0,739000,,,,,1658000.0,-6228000,-53000,,-263000.0,1112000.0,-228000.0,568000,,,-350000.0,,326000.0,-24000.0,,-5684000,2551000,8235000,-6281000,1.999
2008,3873000.0,,3873000.0,1.0,357000.0,,,,2469000,2826000.0,2826000,50000.0,18000.0,54000,1193000,0.308,1047000,0.2703,74000,1121000,0.2894,-89000.0,1210000,0.3124,0.05,0.05,26745485,26745485,970000,1042000.0,2012000,,,628000,2640000,72000,,192000.0,192000.0,3332000.0,970000.0,1975000.0,6541000,,9181000,305000,5000.0,,,1524000.0,1834000,126000.0,,,,126000.0,,4000.0,1960000,,2713000,-12617000,-236000.0,17361000,7221000,9181000,,9181000,1210000,54000,,259000.0,136000,,,,,-3923000.0,-2264000,-48000,-20000.0,,539000.0,3000.0,474000,,,,,209000.0,209000.0,,-1581000,970000,2551000,-2312000,1.9864
2009,5064000.0,,5064000.0,1.0,60000.0,,,,8375000,8435000.0,8435000,15000.0,1000.0,49000,-3315000,-0.6546,-3371000,-0.6657,6000,-3365000,-0.6645,230000.0,-3595000,-0.7099,-0.13,-0.13,26799442,26799442,320000,499000.0,819000,,,504000,1323000,48000,,164000.0,164000.0,1896000.0,320000.0,1699000.0,4127000,,5450000,416000,,243000.0,,892000.0,1308000,321000.0,,,,321000.0,,,1629000,,2713000,-16008000,-271000.0,17387000,3821000,5450000,,5450000,-3595000,49000,,186000.0,-644000,,,,,3214000.0,-790000,-14000,,,20000.0,3000.0,9000,,,,,131000.0,131000.0,,-650000,320000,970000,-804000,1.4787
2010,2454000.0,,2454000.0,1.0,25000.0,,,,2329000,2354000.0,2354000,,8000.0,38000,-136000,-0.0554,100000,0.0407,-34000,66000,0.0269,-137000.0,-45000,-0.0183,-0.0,-0.0,26832667,26832667,847000,,847000,,,663000,1510000,19000,,125000.0,125000.0,,847000.0,2902000.0,3893000,,5403000,565000,,,,584000.0,1149000,98000.0,,,,98000.0,,,1247000,,2713000,-15625000,-284000.0,17352000,4156000,5403000,,5403000,-45000,38000,,46000.0,99000,,,,,-857000.0,-719000,-11000,,-17000.0,1369000.0,-94000.0,1247000,,,,,,,-1000.0,527000,847000,320000,-730000,1.5271
