,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax Expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2005,2016493000000,,,,,734685000000,,734685000000,825015000000,1559700000000,,3124501000000,1742147000000,,2138131000000,1.0603,,,,405343000000,0.201,100979000000,295005000000,0.1463,27.54,27.54,10685628850,10685628850,5382431000000,,5382431000000,239299000000,,,,964955000000,,,,4689075000000,,,,34782459000000,34782459000000,405106000000,,51557000000,,,,750642000000,,,,750642000000,32905444000000,,32154802000000,,1300534000000,-4536463000000,,5807961000000,2572032000000,34726834000000,55625000000.0,34782459000000,295005000000,,,,-3287733000000.0,,,,,68976000000,-2923752000000,-311325000000,8351000000.0,,4146852000000.0,41791000000,3885669000000,-312380000000.0,,,,,-312380000000,,649537000000,3207345000000,2557808000000,-3235077000000,
2006,2540409000000,,,,,782465000000,,782465000000,896832000000,1679297000000,,4237934000000,2596824000000,,3045012000000,1.1986,,,,455169000000,0.1792,136719000000,311469000000,0.1226,28.99,28.99,10685628850,10685628850,4191520000000,,4191520000000,350018000000,,,,1422836000000,,,,7436000000000,,,,37841524000000,37841524000000,147683000000,,95783000000,,,,1170264000000,,,,1170264000000,35196234000000,,34025970000000,,1300534000000,-4224994000000,,6686532000000,3762072000000,37788042000000,53482000000.0,37841524000000,311469000000,,,,601246000000.0,,,,,549287000000,1462002000000,-163453000000,-2143000000.0,-1858595000000.0,22970000000.0,35792000000,-1965429000000,-74479000000.0,,,,494101000000.0,419622000000,,-83805000000,3123540000000,3207345000000,1298549000000,
2007,3331495000000,,,,,895147000000,,895147000000,1252631000000,2147778000000,,3722502000000,1788713000000,,2515624000000,0.7551,,,,736798000000,0.2212,227886000000,499025000000,0.1498,46.38,46.38,10685628850,10685628850,3844684000000,,3844684000000,191550000000,,,,1328510000000,,,,6614861000000,,,,39298423000000,39298423000000,247442000000,,177190000000,,,,1203959000000,,,,1203959000000,36540029000000,,35336070000000,,1300534000000,-3725841000000,,6327983000000,3902676000000,39238746000000,59677000000.0,39298423000000,499025000000,,,,-1976757000000.0,,,,,1447942000000,-29790000000,-87505000000,,,,498070000000,410565000000,,,,,33100000000.0,33100000000,,413875000000,3537415000000,3123540000000,-117295000000,
2008,3084813000000,,,,,874687000000,,874687000000,1264239000000,2138926000000,,4332056000000,2329828000000,,3075715000000,0.9971,,,,754737000000,0.2447,293478000000,452409000000,0.1467,42.03,42.03,10685628850,10685628850,6037317000000,,6037317000000,1194789000000,,,,1296182000000,,,,6959936000000,,,,54059522000000,54059522000000,816871000000,,179905000000,,,,982930000000,,,,982930000000,50688957000000,,49706027000000,,1300534000000,-2772181000000,,5760309000000,4288662000000,53994689000000,64833000000.0,54059522000000,452409000000,,,,3221387000000.0,,,,,43901000000,3717697000000,-2531820000000,,,,-489380000000,-3021200000000,-27651000000.0,,,,-193972000000.0,-221623000000,,474874000000,4012289000000,3537415000000,1185877000000,
2009,3656770000000,,,,,909164000000,,909164000000,1523522000000,2432686000000,,5722531000000,3192960000000,,3953660000000,1.0812,,,,766622000000,0.2096,280545000000,480155000000,0.1313,44.93,44.93,10685628850,10685628850,6368410000000,,6368410000000,1082819000000,,,,1195437000000,,,,5541487000000,,,,56009953000000,56009953000000,1159551000000,,131252000000,,,,1751682000000,,,,1751682000000,52859047000000,,51107365000000,,1300534000000,-2292026000000,,5827004000000,4835512000000,55942877000000,67076000000.0,56009953000000,480155000000,,,,-6404794000000.0,,,,,1291933000000,-4632706000000,-36080000000,,,,3457340000000,3421260000000,-168456000000.0,,,,1018458000000.0,850002000000,,-361444000000,3650845000000,4012289000000,-4668786000000,
2010,3988707000000,,,,,1070169000000,,1070169000000,1407844000000,2478013000000,,5915777000000,2798118000000,,4028841000000,1.0101,,,,1238133000000,0.3104,234074000000,996649000000,0.2499,94.93,94.93,10472938789,10472938789,11356860000000,,11356860000000,2094181000000,,53302191000000.0,66753232000000.0,763735000000,,,281579000000.0,6014894000000,,,7060208000000.0,80873648000000,73813440000000,1420562000000,,139516000000,,,,2301222000000,,,,2301222000000,68130946000000,,65829724000000,,1461849000000,-1202086000000,,7657510000000,7917273000000,73746997000000,66443000000.0,73813440000000,996649000000,,,,2835932000000.0,,,,,541027000000,4373608000000,-321203000000,-718147000000.0,-2099676000000.0,2972000000.0,228899000000,-2660020000000,-2662570000000.0,1990971000000.0,,,698478000000.0,26879000000,,1740467000000,13036286000000,11295819000000,4052405000000,
2011,4775808000000,,,,,1367180000000,,1367180000000,1588215000000,2955395000000,,7707960000000,3966675000000,,5525491000000,1.157,,,,1558818000000,0.3264,401940000000,1156876000000,0.2422,95.67,95.67,12085979497,12085979497,17949551000000,,17949551000000,2913020000000,,70588713000000.0,91451284000000.0,730932000000,,,281455000000.0,8860331000000,,,9872718000000.0,111196720000000,101324002000000,636720000000,,138393000000,,,,3351179000000,,,,3351179000000,95538973000000,,92187794000000,,1461849000000,-14008000000,,7688348000000,9136189000000,101323983000000,19000000.0,101324002000000,1156876000000,,,,3964595000000.0,,,,,964243000000,6085714000000,-60921000000,2923000000.0,-5914912000000.0,,-35775000000,-5984802000000,-577499000000.0,,,,1303875000000.0,726376000000,,827288000000,13863574000000,13036286000000,6024793000000,
2012,6201264000000,,,,,705109000000,401881000000.0,1106990000000,2767027000000,3874017000000,,9185865000000,4193531000000,167777000000.0,6249390000000,1.0078,,,,1888081000000,0.3045,519949000000,1368133000000,0.2206,114.77,114.77,11882649879,11882649879,24862968000000,,24862968000000,1107333000000,,98963724000000.0,124934025000000.0,749314000000,118385000000.0,137194000000.0,255579000000.0,5859677000000,,,6864570000000.0,138663165000000,131798595000000,621067000000,,211851000000,,,,5905202000000,,,,5905202000000,125208263000000,,119303061000000,,1667159000000,1373959000000,,9454398000000,12495516000000,131798577000000,18000000.0,131798595000000,1368133000000,,,,,,,,,2035674000000,3403807000000,-128953000000,,-7846241000000.0,10935068000000.0,314000000000,3294796000000,,1995615000000.0,,,2111779000000.0,4107394000000,145716000000.0,10951713000000,24815287000000,13863574000000,3274854000000,
2013,6779172000000,,,,,746130000000,292464000000.0,1038594000000,3106569000000,4145163000000,,10772325000000,5982384000000,192583000000.0,8476470000000,1.2504,,,,2301503000000,0.3395,575630000000,1725873000000,0.2546,124.23,124.23,13921754475,13921754475,20657695000000,,20657695000000,2217791000000,,129331834000000.0,152207320000000.0,1093094000000,113015000000.0,168766000000.0,281781000000.0,12251727000000,,,13626602000000.0,179460524000000,165833922000000,255756000000,,165051000000,,,,8692753000000,,,,8692753000000,160400031000000,,151707278000000,,1667159000000,2715018000000,,9744457000000,14126634000000,165833912000000,10000000.0,165833922000000,1725873000000,,,,,,,,,-3631846000000,-1905973000000,-312304000000,-8000000.0,-11856011000000.0,6888812000000.0,255646000000,-4970203000000,,,,,1946606000000.0,1946606000000,739001000000.0,-4190569000000,20624718000000,24815287000000,-2218277000000,
2014,7366737000000,,,,,787698000000,230510000000.0,1018208000000,3396487000000,4414695000000,,14221627000000,9135249000000,235797000000.0,11417270000000,1.5498,,,,2046223000000,0.2778,459252000000,1586972000000,0.2154,103.01,103.01,15406005246,15406005246,18397120000000,,18397120000000,3722019000000,,141300036000000.0,163419175000000.0,1129397000000,113015000000.0,264865000000.0,377880000000.0,20423409000000,,,21930686000000.0,207280547000000,185349861000000,183500000000,,214512000000,,,,9154680000000,,,,9154680000000,177410005000000,,168255325000000,,1818122000000,4073619000000,,11202786000000,17094527000000,185349852000000,9000000.0,185349861000000,1586972000000,,,,,,,,,4405381000000,5992353000000,-246567000000,-2193904000000.0,-18202059000000.0,11501256000000.0,342621000000,-8709506000000,-299820000000.0,1493365000000.0,,-172588000000.0,-120000000.0,1020837000000,93865000000.0,-1602451000000,19022267000000,20624718000000,5745786000000,
