,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax Expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1999,682635000.0,,,,,,,,519129000.0,519129000,519129000,,,40086000.0,49564000,0.0726,163506000,0.2395,-154675000.0,8831000.0,0.0129,-56509000.0,65987000,0.0967,0.58,0.58,113076923,113076923,,,,,,,,40312000,,,,8533000.0,,,,3791936000.0,3791936000,,,,,,,,,,,,3591770000.0,,3591770000,,18764000.0,,,177609000.0,196373000,3788143000,3793000.0,3791936000,65987000,40086000.0,,,,,,,,62296000,168369000,,,,,137892000.0,137892000.0,,,,31149000.0,,31149000,,-672000,227133000.0,227805000.0,168369000,1.0075
2000,829030000.0,,,,,,,,-500592000.0,-500592000,-500592000,,,83047000.0,232084000,0.2799,1329622000,1.6038,-1180585000.0,149037000.0,0.1798,-71495000.0,220532000,0.266,3.0,3.0,73535178,73535178,,,,116758000.0,,721313000.0,838071000.0,64537000,,20066000.0,20066000.0,342977000.0,,-342977000.0,84603000.0,,922674000,,,,,,,,,,,,498639000.0,,498639000,,18764000.0,,,401018000.0,419782000,918421000,4253000.0,922674000,220532000,83047000.0,,,,,,,,-202102000,101477000,,,,,252301000.0,252301000.0,,,,58720000.0,-17440000.0,41280000,,-182149000,44984000.0,227133000.0,101477000,0.9424
2001,837600000.0,,,,,,,,-577600000.0,-577600000,-577600000,,,96500000.0,183300000,0.2188,1415200000,1.6896,-1096000000.0,319200000.0,0.3811,-116200000.0,203000000,0.2424,2.04,2.04,99509804,99509804,,,,117800000.0,,1700200000.0,1818000000.0,57300000,51300000.0,208500000.0,259800000.0,384000000.0,,-384000000.0,317100000.0,,2135100000,,,,,,,,,,,,564200000.0,,564200000,,102800000.0,,,1457500000.0,1560300000,2124500000,10600000.0,2135100000,203000000,96500000.0,,,,,,,,-50700000,248800000,,,,,160700000.0,160700000.0,10000000.0,,,30800000.0,880200000.0,921000000,,1017000000,1062000000.0,45000000.0,248800000,0.8909
2002,1285300000.0,,,,,,,,788200000.0,788200000,788200000,,,229800000.0,606100000,0.4716,497100000,0.3868,-122700000.0,374400000.0,0.2913,141200000.0,235100000,0.1829,2.18,2.18,107844037,107844037,,,,3566700000.0,,,,320900000,1248600000.0,447800000.0,1696400000.0,,,,,6544200000.0,6544200000,,,124100000.0,,,,,,,,,4368900000.0,,4368900000,,111800000.0,710200000.0,,1330200000.0,2152200000,6521100000,23100000.0,6544200000,235100000,229800000.0,,,14600000.0,,,,,-13300000,466200000,-189200000.0,-1569000000.0,-8000000.0,7600000.0,24500000.0,-1734100000.0,-93000000.0,398900000.0,,-37000000.0,286700000.0,555600000,,-957200000,104800000.0,1062000000.0,277000000,1.0501
2003,1532700000.0,,,,,,,,943700000.0,943700000,943700000,,,275500000.0,724300000,0.4726,589000000,0.3843,-140900000.0,448100000.0,0.2924,202500000.0,246300000,0.1607,2.2,2.2,111802880,111802880,,,,4587500000.0,,,,328600000,1173400000.0,362700000.0,1536100000.0,,,,,8288900000.0,8288900000,,,162200000.0,,,,,,,,,5935600000.0,,5935600000,,111800000.0,899000000.0,,1330200000.0,2341000000,8276600000,12300000.0,8288900000,246300000,275500000.0,,,7700000.0,,,,,1100000,530600000,-176900000.0,,-495600000.0,260100000.0,,-412400000.0,-299500000.0,,,-49200000.0,487800000.0,139100000,,257300000,362100000.0,104800000.0,353700000,1.2588
2004,,,,,,,-29600000.0,-29600000.0,,-29600000,-29600000,,,,29600000,inf,29600000,inf,,,,,266100000,inf,2.38,2.38,111802880,111802880,740200000.0,,740200000.0,5717400000.0,,,,243900000,,,1383600000.0,,,,,27699699712.0,27699699712,,,72000000.0,,,,,,,,,25154499712.0,,25154499712,,,266100000.0,,,2545200000,27699699712,,27699699712,266100000,,,,,,,,,173500000,439600000,,,,,,,,,,,-64800000.0,-64800000,,-64800000,,,439600000,1.3558
2005,,,,,,,-22600000.0,-22600000.0,,-22600000,-22600000,,,,22600000,inf,22600000,inf,,,,,427400000,inf,4.0,4.0,101278653,101278653,543100000.0,,543100000.0,6367800000.0,,,,236000000,,,1272200000.0,,,,,38477598720.0,38477598720,,,151600000.0,,,,,,,,,36290898720.0,,36290898720,,,427400000.0,,,2186700000,38477598720,,38477598720,427400000,,,,,,,,,240300000,667700000,,,,,,,,,,,-791300000.0,-791300000,,-791300000,,,667700000,1.1843
2006,,,,,,,-17900000.0,-17900000.0,,-17900000,-17900000,,,,17900000,inf,17900000,inf,,,,,668700000,inf,3.36,3.36,97798961,97798961,652400000.0,,652400000.0,8519300000.0,,,,223100000,,,1214000000.0,,,,,65025101824.0,65025101824,,,244800000.0,,,,,,,,,62761701824.0,,62761701824,,,668700000.0,,,2263400000,65025101824,,65025101824,668700000,,,,,,,,,174700000,843400000,,,,,,,,,,,-592100000.0,-592100000,,-592100000,,,843400000,1.3199
2007,2502900000.0,,,,,,,,913400000.0,913400000,913400000,,,126000000.0,1480800000,0.5916,1589500000,0.6351,-234700000.0,1354800000.0,0.5413,439900000.0,914900000,0.3655,4.7,4.7,193990686,194127526,,,,10493500000.0,,,,98300000,1956900000.0,1454100000.0,3411000000.0,,,,,79657600000.0,79657600000,,,273300000.0,,,,,,,,,76967400000.0,,76967400000,,200000000.0,1525100000.0,,652200000.0,2377300000,79344700000,312900000.0,79657600000,914900000,126000000.0,,,-75300000.0,,,,,-126000000,839600000,-79700000.0,-1468000000.0,-124800000.0,50900000.0,-211300000.0,-1753200000.0,,15600000.0,-395000000.0,,1306400000.0,927000000,,13400000,1040200000.0,1026800000.0,759900000,1.459
2008,2608800000.0,,,,,,,,1011500000.0,1011500000,1011500000,,,137100000.0,1606000000,0.6156,1597300000,0.6123,-128400000.0,1468900000.0,0.5631,418600000.0,1050300000,0.4026,5.42,5.41,190529299,190847078,,,,9401700000.0,,,,108900000,1977000000.0,1452000000.0,3429000000.0,,,,,145878600000.0,145878600000,,,239300000.0,,,,,,,,,142900300000.0,,142900300000,,195000000.0,1808700000.0,,650600000.0,2654300000,145554600000,324000000.0,145878600000,1050300000,137100000.0,,,165300000.0,,,,,-73800000,1278900000,-94500000.0,-130100000.0,-344000000.0,19900000.0,-485400000.0,-939600000.0,-2441700000.0,7000000.0,-380500000.0,-403000000.0,2275200000.0,-943000000,11700000.0,-592000000,448200000.0,1040200000.0,1184400000,1.398
