,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax Expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2002,263474128.0,173176580,90297548,0.3427,,11208002.0,,11208002.0,96383279.0,107591280,280767860,1972454.0,6920323.0,5331000,23341078,0.0886,-17293732,-0.0656,-4947869.0,-22241602.0,-0.0844,,11089755.0,0.0421,0.8,0.8,13867053,13867053,5342333,,5342333,,35298688,291049175,331690195,22235777,78103145.0,78310710.0,156413854,,,-77398764,101250867,,432941062,,40532017.0,,,,40532017.0,122081.0,,,,122081.0,224695097.0,,265105034,,13563000.0,13236547,,141036481.0,167836028,432941062,-0.0,432941062,11089755.0,5331000,,,-64143000.0,,-29687000.0,,,45978245,-1744000,-20672000.0,,-623000.0,,44000.0,-21251000,,,,,23886000,23886000,,1490000,5342000,3852000,-22416000,1.0501
2003,96564279.0,41912463,54651816,0.566,,13008268.0,,13008268.0,36431304.0,49439572,91352035,3653756.0,8891355.0,7047000,12480167,0.1292,5212244,0.054,-5237598.0,-25355.0,-0.0003,,-3458188.0,-0.0358,-0.17,-0.17,17464145,17464145,3308325,,3308325,,14907821,258543929,276760074,29066323,91919315.0,93339222.0,185258537,,,-91145993,123178868,,399938942,,37177010.0,,,,37177010.0,141081.0,,,,141081.0,178921820.0,,215957749,,19776570.0,-6480016,,170684639.0,183981193,399938942,,399938942,-3458188.0,7047000,,,63895000.0,,12618000.0,,,-62289812,5194000,-26170000.0,,-314000.0,,356000.0,-25883000,-15995000.0,,,,34648000,18653000,,-2034000,3308000,5342000,-20976000,1.2588
2004,59431112.0,54520280,4910832,0.0826,,11564023.0,,11564023.0,155435408.0,166999431,221519711,4619568.0,5110523.0,86025000,-71613221,-1.205,-162088599,-2.7273,-660146.0,-162748744.0,-2.7384,-3279942.0,-159468803.0,-2.6833,-6.36,-6.36,24938536,24938536,9135966,,9135966,,15414805,68282861,92833632,32719444,26307529.0,1433815.0,27741345,,,1120850,61581638,,154415270,,34206572.0,,,,34206572.0,21738307.0,,,,21738307.0,120654016.0,,133122280,,30368617.0,-35504538,,26574250.0,21438330,154560610,-145340.0,154415270,-159468803.0,86025000,,,123780000.0,,23304000.0,,,-58708197,-8372000,-7250000.0,,-462000.0,12000.0,-804000.0,-7538000,-13844000.0,901000.0,-173000.0,,34839000,21723000,,5828000,9136000,3308000,-15622000,1.3558
2005,67985000.0,54500000,13485000,0.1984,,,,,9769000.0,9769000,64269000,719000.0,6332000.0,2384000,6128000,0.0901,3716000,0.0547,-6304000.0,-2588000.0,-0.0381,140000.0,-2728000.0,-0.0401,-0.14,-0.14,20460516,20460516,3005000,,3005000,,22946000,33230000,59181000,32754000,25641000.0,996000.0,26637000,,,666000,60057000,,119238000,,46823000.0,,,,46823000.0,19623000.0,,,,19623000.0,95518000.0,,122718000,,22495000.0,-54485000,,28510000.0,-3480000,119238000,,119238000,-2728000.0,2384000,,,-14213000.0,,11927000.0,,,3599000,-10958000,-1868000.0,2881000.0,-28000.0,,46000.0,1031000,-2432000.0,2474000.0,-192000.0,,4061000,3911000,,-6251000,3005000,9256000,-12826000,1.1843
2006,,-79197000,79197000,inf,,,-440000.0,-440000.0,,-440000,-79637000,,,1921000,81558000,inf,79637000,inf,,,,,,,-0.25,-0.25,38436394,38436394,7843000,,7843000,,21112000,35471000,64426000,16855000,,,25613000,,,18397000,60865000,,125291000,,,761000.0,,,,,,,,,110537000.0,,110537000,,,-6304000,,,14754000,125291000,,125291000,,1921000,,,,,,,,-12075000,-10154000,,,,278000.0,-1750000.0,-1472000,,,,,16464000,16464000,,4838000,34661000,29823000,-10154000,1.3199
2007,,-30259000,30259000,inf,,,-640000.0,-640000.0,,-640000,-30899000,,,1721000,32620000,inf,30899000,inf,,,,,,,0.27,0.26,42331877,42331877,15741000,,15741000,,30572000,15278000,61591000,20635000,,,24325000,,,21317000,66277000,,127868000,,,1052000.0,,,,,,,,,88380000.0,,88380000,,,11134000,,,39488000,127868000,,127868000,,1721000,,,,,,,,13338000,15059000,,,,,-7419000.0,-7419000,,,,,257000,257000,,7897000,21652000,13755000,15059000,1.459
2008,74603000.0,65073000,9530000,0.1277,,,,,-14012000.0,-14012000,51061000,,5416000.0,1366000,25311000,0.3393,23542000,0.3156,-3844000.0,19698000.0,0.264,1479000.0,17050000.0,0.2285,0.4,0.4,42342471,47613599,29314000,,29314000,,87977000,80905000,198196000,44203000,20414000.0,133000.0,20547000,,1632000.0,1201000,67583000,,265779000,10285000.0,83825000.0,159000.0,,29824000.0,123934000.0,20475000.0,,1632000.0,65099000.0,87206000.0,,1033000.0,211140000,,41267000.0,-34433000,,47805000.0,54639000,265779000,,265779000,17050000.0,1366000,,,-82899000.0,,-77371000.0,,,-18697000,-83180000,-6023000.0,-152000.0,,,31910000.0,25735000,-3910000.0,,,,75302000,71392000,,13573000,29314000,15741000,-89203000,1.398
2009,137302000.0,95562000,41740000,0.304,,,,,18800000.0,18800000,114362000,,,4103000,13994000,0.1019,22940000,0.1671,-12997000.0,9943000.0,0.0724,-211000.0,10102000.0,0.0736,0.23,0.23,43886041,43886041,41500000,,41500000,,10572000,22808000,74880000,76257000,20379000.0,2476000.0,22855000,,1873000.0,570000,101555000,,176435000,5577000.0,32518000.0,307000.0,,32821000.0,70916000.0,24624000.0,,1669000.0,8719000.0,35012000.0,,106000.0,105928000,,44525000.0,51000,,25931000.0,70507000,176435000,,176435000,10102000.0,4103000,,,84304000.0,,93339000.0,,,-12876000,85633000,-35736000.0,8000000.0,,1000.0,2228000.0,-25507000,-50077000.0,6175000.0,,,-4755000,-48657000,,12186000,41500000,29314000,49897000,1.4318
2010,65589000.0,40925000,24664000,0.376,,,,,15122000.0,15122000,56047000,,4626000.0,4992000,14976000,0.2283,9542000,0.1455,-4184000.0,5358000.0,0.0817,-1754000.0,7112000.0,0.1084,0.17,0.16,46374843,54571981,39176000,,39176000,,12846000,21681000,73703000,85211000,20340000.0,19684000.0,40024000,,1027000.0,188000,126450000,,200153000,7989000.0,6651000.0,2360000.0,,25129000.0,39769000.0,69186000.0,,865000.0,8645000.0,78696000.0,,820000.0,118465000,,45776000.0,-8193000,-25754000.0,70596000.0,82425000,200890000,-737000.0,200153000,7112000.0,4992000,,,-7462000.0,,-8061000.0,,,-12299000,-7657000,-11603000.0,-5000000.0,,,,-16603000,-6813000.0,2500000.0,-180000.0,,26343000,21850000,86000.0,-2324000,39176000,41500000,-19260000,1.3379
2011,48638000.0,28717000,19921000,0.4096,,,,,19850000.0,19850000,48567000,876000.0,5827000.0,5156000,7240000,0.1489,71000,0.0015,-4949000.0,-4878000.0,-0.1003,177000.0,-3920000.0,-0.0806,-0.09,-0.09,46981392,60687762,19447000,,19447000,,14096000,24286000,57829000,93803000,,,39797000,,652000.0,246000,134498000,,192327000,6522000.0,8334000.0,534000.0,,27820000.0,42676000.0,66215000.0,,372000.0,8362000.0,74949000.0,,714000.0,117625000,,45778000.0,-13998000,-30271000.0,75065000.0,76574000,194199000,-1872000.0,192327000,-3920000.0,5156000,,,-1358000.0,,4582000.0,,,-1254000,-1376000,-15469000.0,,-1375000.0,903000.0,1826000.0,-14115000,-5450000.0,5000.0,,-1831000.0,3038000,-4238000,,-19729000,19447000,39176000,-16845000,1.2945
